Country,LOCATION,TIME,Value,MEASURE,SUBJECT,INDICATOR
Austria,AUT,2001,51.35570521,PC_GDP,Total,GGEXP
Austria,AUT,2002,51.05430466,PC_GDP,Total,GGEXP
Austria,AUT,2003,51.27099057,PC_GDP,Total,GGEXP
Austria,AUT,2004,53.70511428,PC_GDP,Total,GGEXP
Austria,AUT,2005,51.15552284,PC_GDP,Total,GGEXP
Austria,AUT,2006,50.37993357,PC_GDP,Total,GGEXP
Austria,AUT,2007,49.24411214,PC_GDP,Total,GGEXP
Austria,AUT,2008,49.87398468,PC_GDP,Total,GGEXP
Austria,AUT,2009,54.14480051,PC_GDP,Total,GGEXP
Austria,AUT,2010,52.83978554,PC_GDP,Total,GGEXP
Austria,AUT,2011,50.89691485,PC_GDP,Total,GGEXP
Austria,AUT,2012,51.21302781,PC_GDP,Total,GGEXP
Austria,AUT,2013,51.64766654,PC_GDP,Total,GGEXP
Austria,AUT,2014,52.43092017,PC_GDP,Total,GGEXP
Austria,AUT,2015,51.13145604,PC_GDP,Total,GGEXP
Austria,AUT,2016,50.1145187,PC_GDP,Total,GGEXP
Austria,AUT,2017,49.10765521,PC_GDP,Total,GGEXP
Austria,AUT,2018,48.64964771,PC_GDP,Total,GGEXP
Belgium,BEL,2001,49.37948035,PC_GDP,Total,GGEXP
Belgium,BEL,2002,49.90347875,PC_GDP,Total,GGEXP
Belgium,BEL,2003,51.04736768,PC_GDP,Total,GGEXP
Belgium,BEL,2004,49.31892998,PC_GDP,Total,GGEXP
Belgium,BEL,2005,51.86193546,PC_GDP,Total,GGEXP
Belgium,BEL,2006,48.78950274,PC_GDP,Total,GGEXP
Belgium,BEL,2007,48.5631029,PC_GDP,Total,GGEXP
Belgium,BEL,2008,50.77549496,PC_GDP,Total,GGEXP
Belgium,BEL,2009,54.68071375,PC_GDP,Total,GGEXP
Belgium,BEL,2010,53.87821395,PC_GDP,Total,GGEXP
Belgium,BEL,2011,55.30449682,PC_GDP,Total,GGEXP
Belgium,BEL,2012,56.47759939,PC_GDP,Total,GGEXP
Belgium,BEL,2013,56.11639686,PC_GDP,Total,GGEXP
Belgium,BEL,2014,55.59989211,PC_GDP,Total,GGEXP
Belgium,BEL,2015,53.71954594,PC_GDP,Total,GGEXP
Belgium,BEL,2016,53.10330293,PC_GDP,Total,GGEXP
Belgium,BEL,2017,51.90979398,PC_GDP,Total,GGEXP
Belgium,BEL,2018,52.11513293,PC_GDP,Total,GGEXP
Czstria,CZE,2001,43.20367993,PC_GDP,Total,GGEXP
Czstria,CZE,2002,44.81277157,PC_GDP,Total,GGEXP
Czstria,CZE,2003,49.34507124,PC_GDP,Total,GGEXP
Czstria,CZE,2004,42.55493325,PC_GDP,Total,GGEXP
Czstria,CZE,2005,42.27311389,PC_GDP,Total,GGEXP
Czstria,CZE,2006,41.35654826,PC_GDP,Total,GGEXP
Czstria,CZE,2007,40.37431672,PC_GDP,Total,GGEXP
Czstria,CZE,2008,40.63696458,PC_GDP,Total,GGEXP
Czstria,CZE,2009,44.19980211,PC_GDP,Total,GGEXP
Czstria,CZE,2010,43.51436379,PC_GDP,Total,GGEXP
Czstria,CZE,2011,43.03474058,PC_GDP,Total,GGEXP
Czstria,CZE,2012,44.4796833,PC_GDP,Total,GGEXP
Czstria,CZE,2013,42.60257366,PC_GDP,Total,GGEXP
Czstria,CZE,2014,42.43401798,PC_GDP,Total,GGEXP
Czstria,CZE,2015,41.69887917,PC_GDP,Total,GGEXP
Czstria,CZE,2016,39.48257022,PC_GDP,Total,GGEXP
Czstria,CZE,2017,38.94392748,PC_GDP,Total,GGEXP
Czstria,CZE,2018,40.69097799,PC_GDP,Total,GGEXP
Dnstria,DNK,2001,52.83741503,PC_GDP,Total,GGEXP
Dnstria,DNK,2002,53.21431027,PC_GDP,Total,GGEXP
Dnstria,DNK,2003,53.63934817,PC_GDP,Total,GGEXP
Dnstria,DNK,2004,52.99738228,PC_GDP,Total,GGEXP
Dnstria,DNK,2005,51.24149505,PC_GDP,Total,GGEXP
Dnstria,DNK,2006,49.8297467,PC_GDP,Total,GGEXP
Dnstria,DNK,2007,49.59141575,PC_GDP,Total,GGEXP
Dnstria,DNK,2008,50.41077811,PC_GDP,Total,GGEXP
Dnstria,DNK,2009,56.53632015,PC_GDP,Total,GGEXP
Dnstria,DNK,2010,56.67322829,PC_GDP,Total,GGEXP
Dnstria,DNK,2011,56.42932351,PC_GDP,Total,GGEXP
Dnstria,DNK,2012,57.95491787,PC_GDP,Total,GGEXP
Dnstria,DNK,2013,55.82037725,PC_GDP,Total,GGEXP
Dnstria,DNK,2014,55.21771306,PC_GDP,Total,GGEXP
Dnstria,DNK,2015,54.5276409,PC_GDP,Total,GGEXP
Dnstria,DNK,2016,52.47863589,PC_GDP,Total,GGEXP
Dnstria,DNK,2017,51.23999026,PC_GDP,Total,GGEXP
Dnstria,DNK,2018,50.94271483,PC_GDP,Total,GGEXP
Fistria,FIN,2001,47.27715242,PC_GDP,Total,GGEXP
Fistria,FIN,2002,48.46988942,PC_GDP,Total,GGEXP
Fistria,FIN,2003,49.3400286,PC_GDP,Total,GGEXP
Fistria,FIN,2004,49.12319379,PC_GDP,Total,GGEXP
Fistria,FIN,2005,49.01965547,PC_GDP,Total,GGEXP
Fistria,FIN,2006,48.06965997,PC_GDP,Total,GGEXP
Fistria,FIN,2007,46.56976993,PC_GDP,Total,GGEXP
Fistria,FIN,2008,47.8758397,PC_GDP,Total,GGEXP
Fistria,FIN,2009,54.09167689,PC_GDP,Total,GGEXP
Fistria,FIN,2010,53.90686871,PC_GDP,Total,GGEXP
Fistria,FIN,2011,53.6576127,PC_GDP,Total,GGEXP
Fistria,FIN,2012,55.4405408,PC_GDP,Total,GGEXP
Fistria,FIN,2013,56.82333191,PC_GDP,Total,GGEXP
Fistria,FIN,2014,57.27680923,PC_GDP,Total,GGEXP
Fistria,FIN,2015,56.49170944,PC_GDP,Total,GGEXP
Fistria,FIN,2016,55.61608694,PC_GDP,Total,GGEXP
Fistria,FIN,2017,53.71995607,PC_GDP,Total,GGEXP
Fistria,FIN,2018,53.07846567,PC_GDP,Total,GGEXP
Frstria,FRA,2001,51.71837212,PC_GDP,Total,GGEXP
Frstria,FRA,2002,52.79516875,PC_GDP,Total,GGEXP
Frstria,FRA,2003,53.27056552,PC_GDP,Total,GGEXP
Frstria,FRA,2004,52.9849139,PC_GDP,Total,GGEXP
Frstria,FRA,2005,53.29409,PC_GDP,Total,GGEXP
Frstria,FRA,2006,52.8757661,PC_GDP,Total,GGEXP
Frstria,FRA,2007,52.56541806,PC_GDP,Total,GGEXP
Frstria,FRA,2008,53.29630894,PC_GDP,Total,GGEXP
Frstria,FRA,2009,57.15190181,PC_GDP,Total,GGEXP
Frstria,FRA,2010,56.88183516,PC_GDP,Total,GGEXP
Frstria,FRA,2011,56.2907331,PC_GDP,Total,GGEXP
Frstria,FRA,2012,57.10727287,PC_GDP,Total,GGEXP
Frstria,FRA,2013,57.22786204,PC_GDP,Total,GGEXP
Frstria,FRA,2014,57.21364893,PC_GDP,Total,GGEXP
Frstria,FRA,2015,56.79757209,PC_GDP,Total,GGEXP
Frstria,FRA,2016,56.59015214,PC_GDP,Total,GGEXP
Frstria,FRA,2017,56.37984665,PC_GDP,Total,GGEXP
Frstria,FRA,2018,56.03750813,PC_GDP,Total,GGEXP
Destria,DEU,2001,47.4162501,PC_GDP,Total,GGEXP
Destria,DEU,2002,47.87154477,PC_GDP,Total,GGEXP
Destria,DEU,2003,48.30419114,PC_GDP,Total,GGEXP
Destria,DEU,2004,46.79149798,PC_GDP,Total,GGEXP
Destria,DEU,2005,46.82079788,PC_GDP,Total,GGEXP
Destria,DEU,2006,45.23529609,PC_GDP,Total,GGEXP
Destria,DEU,2007,43.39773159,PC_GDP,Total,GGEXP
Destria,DEU,2008,44.19950599,PC_GDP,Total,GGEXP
Destria,DEU,2009,48.20033282,PC_GDP,Total,GGEXP
Destria,DEU,2010,48.14163157,PC_GDP,Total,GGEXP
Destria,DEU,2011,45.23842053,PC_GDP,Total,GGEXP
Destria,DEU,2012,44.9179874,PC_GDP,Total,GGEXP
Destria,DEU,2013,44.94438615,PC_GDP,Total,GGEXP
Destria,DEU,2014,44.30302347,PC_GDP,Total,GGEXP
Destria,DEU,2015,44.04248087,PC_GDP,Total,GGEXP
Destria,DEU,2016,44.30241537,PC_GDP,Total,GGEXP
Destria,DEU,2017,44.41982872,PC_GDP,Total,GGEXP
Destria,DEU,2018,44.56737741,PC_GDP,Total,GGEXP
Grstria,GRC,2001,45.98609322,PC_GDP,Total,GGEXP
Grstria,GRC,2002,45.79692279,PC_GDP,Total,GGEXP
Grstria,GRC,2003,46.59183003,PC_GDP,Total,GGEXP
Grstria,GRC,2004,47.6145925,PC_GDP,Total,GGEXP
Grstria,GRC,2005,45.56160745,PC_GDP,Total,GGEXP
Grstria,GRC,2006,45.11672289,PC_GDP,Total,GGEXP
Grstria,GRC,2007,47.06942209,PC_GDP,Total,GGEXP
Grstria,GRC,2008,50.84540756,PC_GDP,Total,GGEXP
Grstria,GRC,2009,54.08442659,PC_GDP,Total,GGEXP
Grstria,GRC,2010,52.51039246,PC_GDP,Total,GGEXP
Grstria,GRC,2011,54.12964572,PC_GDP,Total,GGEXP
Grstria,GRC,2012,55.78808569,PC_GDP,Total,GGEXP
Grstria,GRC,2013,62.36996009,PC_GDP,Total,GGEXP
Grstria,GRC,2014,50.27245599,PC_GDP,Total,GGEXP
Grstria,GRC,2015,53.55798293,PC_GDP,Total,GGEXP
Grstria,GRC,2016,49.00051342,PC_GDP,Total,GGEXP
Grstria,GRC,2017,47.43820946,PC_GDP,Total,GGEXP
Grstria,GRC,2018,46.96243082,PC_GDP,Total,GGEXP
Hustria,HUN,2001,47.25235897,PC_GDP,Total,GGEXP
Hustria,HUN,2002,50.99481991,PC_GDP,Total,GGEXP
Hustria,HUN,2003,49.11188367,PC_GDP,Total,GGEXP
Hustria,HUN,2004,48.79708211,PC_GDP,Total,GGEXP
Hustria,HUN,2005,49.41916766,PC_GDP,Total,GGEXP
Hustria,HUN,2006,51.41911851,PC_GDP,Total,GGEXP
Hustria,HUN,2007,49.93983204,PC_GDP,Total,GGEXP
Hustria,HUN,2008,48.80341124,PC_GDP,Total,GGEXP
Hustria,HUN,2009,50.67849047,PC_GDP,Total,GGEXP
Hustria,HUN,2010,49.2000165,PC_GDP,Total,GGEXP
Hustria,HUN,2011,49.35010965,PC_GDP,Total,GGEXP
Hustria,HUN,2012,49.36901192,PC_GDP,Total,GGEXP
Hustria,HUN,2013,50.16363145,PC_GDP,Total,GGEXP
Hustria,HUN,2014,50.21431013,PC_GDP,Total,GGEXP
Hustria,HUN,2015,50.64041597,PC_GDP,Total,GGEXP
Hustria,HUN,2016,47.20181275,PC_GDP,Total,GGEXP
Hustria,HUN,2017,46.97279307,PC_GDP,Total,GGEXP
Hustria,HUN,2018,46.68624546,PC_GDP,Total,GGEXP
Isstria,ISL,2012,43.8299564,PC_GDP,Total,GGEXP
Isstria,ISL,2013,42.39645256,PC_GDP,Total,GGEXP
Isstria,ISL,2014,43.81256182,PC_GDP,Total,GGEXP
Isstria,ISL,2015,41.37521603,PC_GDP,Total,GGEXP
Isstria,ISL,2016,44.50988541,PC_GDP,Total,GGEXP
Isstria,ISL,2017,42.96566727,PC_GDP,Total,GGEXP
Isstria,ISL,2018,42.3538738,PC_GDP,Total,GGEXP
Irstria,IRL,2001,32.51293878,PC_GDP,Total,GGEXP
Irstria,IRL,2002,33.21795735,PC_GDP,Total,GGEXP
Irstria,IRL,2003,33.01543801,PC_GDP,Total,GGEXP
Irstria,IRL,2004,33.18614723,PC_GDP,Total,GGEXP
Irstria,IRL,2005,33.3720929,PC_GDP,Total,GGEXP
Irstria,IRL,2006,33.87602343,PC_GDP,Total,GGEXP
Irstria,IRL,2007,35.94053418,PC_GDP,Total,GGEXP
Irstria,IRL,2008,41.84357763,PC_GDP,Total,GGEXP
Irstria,IRL,2009,47.0466618,PC_GDP,Total,GGEXP
Irstria,IRL,2010,65.07993361,PC_GDP,Total,GGEXP
Irstria,IRL,2011,46.65300811,PC_GDP,Total,GGEXP
Irstria,IRL,2012,42.07889834,PC_GDP,Total,GGEXP
Irstria,IRL,2013,40.41331527,PC_GDP,Total,GGEXP
Irstria,IRL,2014,37.54550055,PC_GDP,Total,GGEXP
Irstria,IRL,2015,28.91833567,PC_GDP,Total,GGEXP
Irstria,IRL,2016,27.7388017,PC_GDP,Total,GGEXP
Irstria,IRL,2017,26.07650913,PC_GDP,Total,GGEXP
Irstria,IRL,2018,25.35769634,PC_GDP,Total,GGEXP
Itstria,ITA,2001,47.33951224,PC_GDP,Total,GGEXP
Itstria,ITA,2002,46.69978476,PC_GDP,Total,GGEXP
Itstria,ITA,2003,47.17446102,PC_GDP,Total,GGEXP
Itstria,ITA,2004,46.87964559,PC_GDP,Total,GGEXP
Itstria,ITA,2005,47.24178653,PC_GDP,Total,GGEXP
Itstria,ITA,2006,47.79360525,PC_GDP,Total,GGEXP
Itstria,ITA,2007,46.78364999,PC_GDP,Total,GGEXP
Itstria,ITA,2008,47.83362563,PC_GDP,Total,GGEXP
Itstria,ITA,2009,51.11091992,PC_GDP,Total,GGEXP
Itstria,ITA,2010,49.92777789,PC_GDP,Total,GGEXP
Itstria,ITA,2011,49.17441382,PC_GDP,Total,GGEXP
Itstria,ITA,2012,50.59005748,PC_GDP,Total,GGEXP
Itstria,ITA,2013,50.95150133,PC_GDP,Total,GGEXP
Itstria,ITA,2014,50.85548434,PC_GDP,Total,GGEXP
Itstria,ITA,2015,50.31712231,PC_GDP,Total,GGEXP
Itstria,ITA,2016,48.98900027,PC_GDP,Total,GGEXP
Itstria,ITA,2017,48.6616091,PC_GDP,Total,GGEXP
Itstria,ITA,2018,48.38735065,PC_GDP,Total,GGEXP
Jpstria,JPN,2005,35.5129845,PC_GDP,Total,GGEXP
Jpstria,JPN,2006,35.03332924,PC_GDP,Total,GGEXP
Jpstria,JPN,2007,35.08264806,PC_GDP,Total,GGEXP
Jpstria,JPN,2008,36.70440511,PC_GDP,Total,GGEXP
Jpstria,JPN,2009,40.72422733,PC_GDP,Total,GGEXP
Jpstria,JPN,2010,39.60880489,PC_GDP,Total,GGEXP
Jpstria,JPN,2011,40.90710682,PC_GDP,Total,GGEXP
Jpstria,JPN,2012,40.69141736,PC_GDP,Total,GGEXP
Jpstria,JPN,2013,40.83011974,PC_GDP,Total,GGEXP
Jpstria,JPN,2014,40.28693693,PC_GDP,Total,GGEXP
Jpstria,JPN,2015,39.44067208,PC_GDP,Total,GGEXP
Jpstria,JPN,2016,39.22844202,PC_GDP,Total,GGEXP
Jpstria,JPN,2017,38.78360659,PC_GDP,Total,GGEXP
Jpstria,JPN,2018,38.94718853,PC_GDP,Total,GGEXP
Kostria,KOR,2007,28.03819025,PC_GDP,Total,GGEXP
Kostria,KOR,2008,29.8106811,PC_GDP,Total,GGEXP
Kostria,KOR,2009,32.28005496,PC_GDP,Total,GGEXP
Kostria,KOR,2010,29.59971154,PC_GDP,Total,GGEXP
Kostria,KOR,2011,30.38438311,PC_GDP,Total,GGEXP
Kostria,KOR,2012,30.80253375,PC_GDP,Total,GGEXP
Kostria,KOR,2013,30.13031351,PC_GDP,Total,GGEXP
Kostria,KOR,2014,30.42104474,PC_GDP,Total,GGEXP
Kostria,KOR,2015,30.39819965,PC_GDP,Total,GGEXP
Kostria,KOR,2016,30.29598922,PC_GDP,Total,GGEXP
Kostria,KOR,2017,30.27071835,PC_GDP,Total,GGEXP
Lustria,LUX,2001,38.2295033,PC_GDP,Total,GGEXP
Lustria,LUX,2002,41.35923303,PC_GDP,Total,GGEXP
Lustria,LUX,2003,43.50088343,PC_GDP,Total,GGEXP
Lustria,LUX,2004,43.82469834,PC_GDP,Total,GGEXP
Lustria,LUX,2005,43.57871056,PC_GDP,Total,GGEXP
Lustria,LUX,2006,39.66015,PC_GDP,Total,GGEXP
Lustria,LUX,2007,37.80569345,PC_GDP,Total,GGEXP
Lustria,LUX,2008,39.69568131,PC_GDP,Total,GGEXP
Lustria,LUX,2009,45.14346227,PC_GDP,Total,GGEXP
Lustria,LUX,2010,44.12582248,PC_GDP,Total,GGEXP
Lustria,LUX,2011,42.36603724,PC_GDP,Total,GGEXP
Lustria,LUX,2012,44.06986338,PC_GDP,Total,GGEXP
Lustria,LUX,2013,43.32193681,PC_GDP,Total,GGEXP
Lustria,LUX,2014,41.96583505,PC_GDP,Total,GGEXP
Lustria,LUX,2015,41.56887376,PC_GDP,Total,GGEXP
Lustria,LUX,2016,40.7414932,PC_GDP,Total,GGEXP
Lustria,LUX,2017,41.93398021,PC_GDP,Total,GGEXP
Nlstria,NLD,2001,42.88257889,PC_GDP,Total,GGEXP
Nlstria,NLD,2002,43.58089704,PC_GDP,Total,GGEXP
Nlstria,NLD,2003,44.53949806,PC_GDP,Total,GGEXP
Nlstria,NLD,2004,43.4712046,PC_GDP,Total,GGEXP
Nlstria,NLD,2005,42.24345278,PC_GDP,Total,GGEXP
Nlstria,NLD,2006,42.96719163,PC_GDP,Total,GGEXP
Nlstria,NLD,2007,42.33764556,PC_GDP,Total,GGEXP
Nlstria,NLD,2008,43.10813692,PC_GDP,Total,GGEXP
Nlstria,NLD,2009,47.58338908,PC_GDP,Total,GGEXP
Nlstria,NLD,2010,47.86361425,PC_GDP,Total,GGEXP
Nlstria,NLD,2011,46.79261762,PC_GDP,Total,GGEXP
Nlstria,NLD,2012,46.75205141,PC_GDP,Total,GGEXP
Nlstria,NLD,2013,46.52175822,PC_GDP,Total,GGEXP
Nlstria,NLD,2014,45.74155697,PC_GDP,Total,GGEXP
Nlstria,NLD,2015,44.61194653,PC_GDP,Total,GGEXP
Nlstria,NLD,2016,43.580245,PC_GDP,Total,GGEXP
Nlstria,NLD,2017,42.44864837,PC_GDP,Total,GGEXP
Nlstria,NLD,2018,42.05266143,PC_GDP,Total,GGEXP
Nostria,NOR,2001,44.18496125,PC_GDP,Total,GGEXP
Nostria,NOR,2002,47.17833015,PC_GDP,Total,GGEXP
Nostria,NOR,2003,48.31531681,PC_GDP,Total,GGEXP
Nostria,NOR,2004,45.43465581,PC_GDP,Total,GGEXP
Nostria,NOR,2005,42.48736298,PC_GDP,Total,GGEXP
Nostria,NOR,2006,41.19311452,PC_GDP,Total,GGEXP
Nostria,NOR,2007,41.73986341,PC_GDP,Total,GGEXP
Nostria,NOR,2008,40.57500892,PC_GDP,Total,GGEXP
Nostria,NOR,2009,46.50005497,PC_GDP,Total,GGEXP
Nostria,NOR,2010,45.39037361,PC_GDP,Total,GGEXP
Nostria,NOR,2011,44.18313858,PC_GDP,Total,GGEXP
Nostria,NOR,2012,43.31089896,PC_GDP,Total,GGEXP
Nostria,NOR,2013,44.40783219,PC_GDP,Total,GGEXP
Nostria,NOR,2014,46.25084453,PC_GDP,Total,GGEXP
Nostria,NOR,2015,49.28033459,PC_GDP,Total,GGEXP
Nostria,NOR,2016,51.53381956,PC_GDP,Total,GGEXP
Nostria,NOR,2017,50.47736499,PC_GDP,Total,GGEXP
Nostria,NOR,2018,49.15960984,PC_GDP,Total,GGEXP
Postria,POL,2001,45.04727081,PC_GDP,Total,GGEXP
Postria,POL,2002,45.40153315,PC_GDP,Total,GGEXP
Postria,POL,2003,45.79185039,PC_GDP,Total,GGEXP
Postria,POL,2004,43.59002939,PC_GDP,Total,GGEXP
Postria,POL,2005,44.23239434,PC_GDP,Total,GGEXP
Postria,POL,2006,44.4277749,PC_GDP,Total,GGEXP
Postria,POL,2007,42.89065585,PC_GDP,Total,GGEXP
Postria,POL,2008,44.01642843,PC_GDP,Total,GGEXP
Postria,POL,2009,44.82987551,PC_GDP,Total,GGEXP
Postria,POL,2010,45.80750821,PC_GDP,Total,GGEXP
Postria,POL,2011,43.87972102,PC_GDP,Total,GGEXP
Postria,POL,2012,42.8594136,PC_GDP,Total,GGEXP
Postria,POL,2013,42.59473292,PC_GDP,Total,GGEXP
Postria,POL,2014,42.3944944,PC_GDP,Total,GGEXP
Postria,POL,2015,41.67725135,PC_GDP,Total,GGEXP
Postria,POL,2016,41.10822997,PC_GDP,Total,GGEXP
Postria,POL,2017,41.22164414,PC_GDP,Total,GGEXP
Postria,POL,2018,41.64426576,PC_GDP,Total,GGEXP
Prstria,PRT,2001,44.13030089,PC_GDP,Total,GGEXP
Prstria,PRT,2002,43.73411127,PC_GDP,Total,GGEXP
Prstria,PRT,2003,45.36745517,PC_GDP,Total,GGEXP
Prstria,PRT,2004,46.23252234,PC_GDP,Total,GGEXP
Prstria,PRT,2005,46.76358594,PC_GDP,Total,GGEXP
Prstria,PRT,2006,45.24576434,PC_GDP,Total,GGEXP
Prstria,PRT,2007,44.51296792,PC_GDP,Total,GGEXP
Prstria,PRT,2008,45.34070858,PC_GDP,Total,GGEXP
Prstria,PRT,2009,50.22298452,PC_GDP,Total,GGEXP
Prstria,PRT,2010,51.89864468,PC_GDP,Total,GGEXP
Prstria,PRT,2011,50.02280828,PC_GDP,Total,GGEXP
Prstria,PRT,2012,48.88885102,PC_GDP,Total,GGEXP
Prstria,PRT,2013,49.92147181,PC_GDP,Total,GGEXP
Prstria,PRT,2014,51.73518085,PC_GDP,Total,GGEXP
Prstria,PRT,2015,48.24765781,PC_GDP,Total,GGEXP
Prstria,PRT,2016,44.79319784,PC_GDP,Total,GGEXP
Prstria,PRT,2017,45.37152124,PC_GDP,Total,GGEXP
Prstria,PRT,2018,43.3695469,PC_GDP,Total,GGEXP
Svstria,SVK,2001,45.30662238,PC_GDP,Total,GGEXP
Svstria,SVK,2002,45.4470593,PC_GDP,Total,GGEXP
Svstria,SVK,2003,40.37934596,PC_GDP,Total,GGEXP
Svstria,SVK,2004,37.92204063,PC_GDP,Total,GGEXP
Svstria,SVK,2005,39.72602995,PC_GDP,Total,GGEXP
Svstria,SVK,2006,38.82075373,PC_GDP,Total,GGEXP
Svstria,SVK,2007,36.38065314,PC_GDP,Total,GGEXP
Svstria,SVK,2008,36.99434677,PC_GDP,Total,GGEXP
Svstria,SVK,2009,44.40756615,PC_GDP,Total,GGEXP
Svstria,SVK,2010,42.20252477,PC_GDP,Total,GGEXP
Svstria,SVK,2011,41.4424546,PC_GDP,Total,GGEXP
Svstria,SVK,2012,40.96553388,PC_GDP,Total,GGEXP
Svstria,SVK,2013,42.28519339,PC_GDP,Total,GGEXP
Svstria,SVK,2014,43.28710178,PC_GDP,Total,GGEXP
Svstria,SVK,2015,45.75375437,PC_GDP,Total,GGEXP
Svstria,SVK,2016,42.68744072,PC_GDP,Total,GGEXP
Svstria,SVK,2017,41.50998962,PC_GDP,Total,GGEXP
Svstria,SVK,2018,41.81946959,PC_GDP,Total,GGEXP
Esstria,ESP,2001,38.41322239,PC_GDP,Total,GGEXP
Esstria,ESP,2002,38.63734604,PC_GDP,Total,GGEXP
Esstria,ESP,2003,38.37517731,PC_GDP,Total,GGEXP
Esstria,ESP,2004,38.831933,PC_GDP,Total,GGEXP
Esstria,ESP,2005,38.48108118,PC_GDP,Total,GGEXP
Esstria,ESP,2006,38.43576009,PC_GDP,Total,GGEXP
Esstria,ESP,2007,39.25510837,PC_GDP,Total,GGEXP
Esstria,ESP,2008,41.44263258,PC_GDP,Total,GGEXP
Esstria,ESP,2009,46.23065248,PC_GDP,Total,GGEXP
Esstria,ESP,2010,46.03438584,PC_GDP,Total,GGEXP
Esstria,ESP,2011,46.15464159,PC_GDP,Total,GGEXP
Esstria,ESP,2012,48.6556577,PC_GDP,Total,GGEXP
Esstria,ESP,2013,45.83230427,PC_GDP,Total,GGEXP
Esstria,ESP,2014,45.11421701,PC_GDP,Total,GGEXP
Esstria,ESP,2015,43.8907191,PC_GDP,Total,GGEXP
Esstria,ESP,2016,42.4417331,PC_GDP,Total,GGEXP
Esstria,ESP,2017,41.19787103,PC_GDP,Total,GGEXP
Esstria,ESP,2018,41.71518217,PC_GDP,Total,GGEXP
Swstria,SWE,2001,52.81623806,PC_GDP,Total,GGEXP
Swstria,SWE,2002,53.93538803,PC_GDP,Total,GGEXP
Swstria,SWE,2003,54.13859763,PC_GDP,Total,GGEXP
Swstria,SWE,2004,52.65184829,PC_GDP,Total,GGEXP
Swstria,SWE,2005,52.59664794,PC_GDP,Total,GGEXP
Swstria,SWE,2006,51.30442075,PC_GDP,Total,GGEXP
Swstria,SWE,2007,49.61861502,PC_GDP,Total,GGEXP
Swstria,SWE,2008,50.24784061,PC_GDP,Total,GGEXP
Swstria,SWE,2009,52.41999389,PC_GDP,Total,GGEXP
Swstria,SWE,2010,50.43392427,PC_GDP,Total,GGEXP
Swstria,SWE,2011,49.78446619,PC_GDP,Total,GGEXP
Swstria,SWE,2012,51.02256132,PC_GDP,Total,GGEXP
Swstria,SWE,2013,51.77887118,PC_GDP,Total,GGEXP
Swstria,SWE,2014,50.85285833,PC_GDP,Total,GGEXP
Swstria,SWE,2015,49.48447736,PC_GDP,Total,GGEXP
Swstria,SWE,2016,49.72721811,PC_GDP,Total,GGEXP
Swstria,SWE,2017,49.27185317,PC_GDP,Total,GGEXP
Swstria,SWE,2018,49.80471825,PC_GDP,Total,GGEXP
Chstria,CHE,2001,33.17340163,PC_GDP,Total,GGEXP
Chstria,CHE,2002,35.67854739,PC_GDP,Total,GGEXP
Chstria,CHE,2003,34.81733005,PC_GDP,Total,GGEXP
Chstria,CHE,2004,34.50947507,PC_GDP,Total,GGEXP
Chstria,CHE,2005,33.78834457,PC_GDP,Total,GGEXP
Chstria,CHE,2006,31.94551303,PC_GDP,Total,GGEXP
Chstria,CHE,2007,30.72510119,PC_GDP,Total,GGEXP
Chstria,CHE,2008,31.28271873,PC_GDP,Total,GGEXP
Chstria,CHE,2009,33.20451279,PC_GDP,Total,GGEXP
Chstria,CHE,2010,32.98257545,PC_GDP,Total,GGEXP
Chstria,CHE,2011,32.89846056,PC_GDP,Total,GGEXP
Chstria,CHE,2012,33.22635302,PC_GDP,Total,GGEXP
Chstria,CHE,2013,34.22778686,PC_GDP,Total,GGEXP
Chstria,CHE,2014,33.77459044,PC_GDP,Total,GGEXP
Chstria,CHE,2015,34.0089235,PC_GDP,Total,GGEXP
Chstria,CHE,2016,34.20344103,PC_GDP,Total,GGEXP
Chstria,CHE,2017,34.15241549,PC_GDP,Total,GGEXP
Chstria,CHE,2018,33.73101426,PC_GDP,Total,GGEXP
Gbstria,GBR,2001,36.34678656,PC_GDP,Total,GGEXP
Gbstria,GBR,2002,37.48703386,PC_GDP,Total,GGEXP
Gbstria,GBR,2003,38.75237182,PC_GDP,Total,GGEXP
Gbstria,GBR,2004,39.96059473,PC_GDP,Total,GGEXP
Gbstria,GBR,2005,41.21426024,PC_GDP,Total,GGEXP
Gbstria,GBR,2006,40.67588613,PC_GDP,Total,GGEXP
Gbstria,GBR,2007,40.87020372,PC_GDP,Total,GGEXP
Gbstria,GBR,2008,44.32859036,PC_GDP,Total,GGEXP
Gbstria,GBR,2009,47.21707614,PC_GDP,Total,GGEXP
Gbstria,GBR,2010,47.37556705,PC_GDP,Total,GGEXP
Gbstria,GBR,2011,45.7654731,PC_GDP,Total,GGEXP
Gbstria,GBR,2012,45.58964119,PC_GDP,Total,GGEXP
Gbstria,GBR,2013,43.86168298,PC_GDP,Total,GGEXP
Gbstria,GBR,2014,43.0871918,PC_GDP,Total,GGEXP
Gbstria,GBR,2015,42.30918109,PC_GDP,Total,GGEXP
Gbstria,GBR,2016,41.51800144,PC_GDP,Total,GGEXP
Gbstria,GBR,2017,41.11891535,PC_GDP,Total,GGEXP
Gbstria,GBR,2018,40.93663958,PC_GDP,Total,GGEXP
Usstria,USA,2001,35.60838483,PC_GDP,Total,GGEXP
Usstria,USA,2002,36.71013489,PC_GDP,Total,GGEXP
