Country,LOCATION,TIME,Value,MEASURE,SUBJECT,INDICATOR
Fistria,FIN,2010,1.220879863,PC_GDP,RECULTREL,GGEXP
Fistria,FIN,2011,1.192436287,PC_GDP,RECULTREL,GGEXP
Fistria,FIN,2012,1.193810095,PC_GDP,RECULTREL,GGEXP
Fistria,FIN,2013,1.47512982,PC_GDP,RECULTREL,GGEXP
Fistria,FIN,2014,1.440813545,PC_GDP,RECULTREL,GGEXP
Fistria,FIN,2015,1.455164747,PC_GDP,RECULTREL,GGEXP
Fistria,FIN,2016,1.446317086,PC_GDP,RECULTREL,GGEXP
Fistria,FIN,2017,1.466108149,PC_GDP,RECULTREL,GGEXP
Fistria,FIN,2018,1.465631267,PC_GDP,RECULTREL,GGEXP
Hustria,HUN,2001,14.32796924,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2002,15.23389176,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2003,15.6909358,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2004,15.72854092,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2005,16.60047754,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2006,17.21526236,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2007,17.21175047,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2008,17.3912989,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2009,18.0957186,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2010,17.35967472,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2011,16.95383413,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2012,16.6635665,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2013,16.43580804,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2014,15.3475166,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2015,14.64768756,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2016,14.32264007,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2017,13.85145716,PC_GDP,Social Protection,GGEXP
Hustria,HUN,2018,13.3137686,PC_GDP,Social Protection,GGEXP
Nlstria,NLD,2001,0.706190948,PC_GDP,Housing,GGEXP
Nlstria,NLD,2002,0.741114705,PC_GDP,Housing,GGEXP
Nlstria,NLD,2003,0.852167469,PC_GDP,Housing,GGEXP
Nlstria,NLD,2004,0.540728453,PC_GDP,Housing,GGEXP
Nlstria,NLD,2005,0.422412745,PC_GDP,Housing,GGEXP
Nlstria,NLD,2006,0.454198643,PC_GDP,Housing,GGEXP
Nlstria,NLD,2007,0.462877723,PC_GDP,Housing,GGEXP
Nlstria,NLD,2008,0.543883016,PC_GDP,Housing,GGEXP
Nlstria,NLD,2009,0.738106593,PC_GDP,Housing,GGEXP
Nlstria,NLD,2010,0.655676664,PC_GDP,Housing,GGEXP
Nlstria,NLD,2011,0.522019377,PC_GDP,Housing,GGEXP
Nlstria,NLD,2012,0.555465369,PC_GDP,Housing,GGEXP
Nlstria,NLD,2013,0.560061654,PC_GDP,Housing,GGEXP
Nlstria,NLD,2014,0.508964203,PC_GDP,Housing,GGEXP
Nlstria,NLD,2015,0.403328657,PC_GDP,Housing,GGEXP
Nlstria,NLD,2016,0.348562902,PC_GDP,Housing,GGEXP
Nlstria,NLD,2017,0.290186494,PC_GDP,Housing,GGEXP
Nlstria,NLD,2018,0.348173671,PC_GDP,Housing,GGEXP
Destria,DEU,2001,1.204304639,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2002,1.210989391,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2003,1.187256112,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2004,1.149072715,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2005,1.136297093,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2006,1.110403005,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2007,1.080674521,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2008,1.108349139,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2009,1.182223712,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2010,1.146194041,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2011,1.093645584,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2012,1.071900805,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2013,1.043520017,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2014,1.047164236,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2015,1.023639718,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2016,1.008391564,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2017,1.020434578,PC_GDP,RECULTREL,GGEXP
Destria,DEU,2018,1.05122938,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2001,0.556527133,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2002,0.568332104,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2003,0.542746889,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2004,0.590555784,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2005,0.638920513,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2006,0.642609897,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2007,0.615398916,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2008,0.695068924,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2009,0.657168577,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2010,0.556559725,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2011,0.615373078,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2012,0.632832254,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2013,0.618861631,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2014,0.646492086,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2015,0.696159001,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2016,0.711663331,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2017,0.749649335,PC_GDP,RECULTREL,GGEXP
Grstria,GRC,2018,0.792578317,PC_GDP,RECULTREL,GGEXP
Esstria,EST,2001,2.997618466,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2002,3.35874095,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2003,3.118557223,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2004,3.161747257,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2005,3.107670909,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2006,3.426859307,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2007,3.34049996,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2008,3.158979141,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2009,3.733514407,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2010,3.269697642,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2011,3.376157925,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2012,3.958841083,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2013,3.930460657,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2014,3.876116982,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2015,4.000054855,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2016,3.97489861,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2017,3.854335363,PC_GDP,Gen Pub Services,GGEXP
Esstria,EST,2018,3.848539019,PC_GDP,Gen Pub Services,GGEXP
Destria,DEU,2001,0.969602401,PC_GDP,Housing,GGEXP
Destria,DEU,2002,1.019553073,PC_GDP,Housing,GGEXP
Destria,DEU,2003,1.053188459,PC_GDP,Housing,GGEXP
Destria,DEU,2004,1.030178739,PC_GDP,Housing,GGEXP
Destria,DEU,2005,0.98356429,PC_GDP,Housing,GGEXP
Destria,DEU,2006,0.907307092,PC_GDP,Housing,GGEXP
Destria,DEU,2007,0.800624112,PC_GDP,Housing,GGEXP
Destria,DEU,2008,0.7202463,PC_GDP,Housing,GGEXP
Destria,DEU,2009,0.66646768,PC_GDP,Housing,GGEXP
Destria,DEU,2010,0.583138356,PC_GDP,Housing,GGEXP
Destria,DEU,2011,0.5141894,PC_GDP,Housing,GGEXP
Destria,DEU,2012,0.456305481,PC_GDP,Housing,GGEXP
Destria,DEU,2013,0.426876767,PC_GDP,Housing,GGEXP
Destria,DEU,2014,0.396593599,PC_GDP,Housing,GGEXP
Destria,DEU,2015,0.382202391,PC_GDP,Housing,GGEXP
Destria,DEU,2016,0.372004722,PC_GDP,Housing,GGEXP
Destria,DEU,2017,0.391896431,PC_GDP,Housing,GGEXP
Destria,DEU,2018,0.420527633,PC_GDP,Housing,GGEXP
Austria,AUT,2001,5.181034284,PC_GDP,Education,GGEXP
Austria,AUT,2002,5.174621746,PC_GDP,Education,GGEXP
Austria,AUT,2003,5.252954704,PC_GDP,Education,GGEXP
Austria,AUT,2004,4.91220362,PC_GDP,Education,GGEXP
Austria,AUT,2005,4.801711526,PC_GDP,Education,GGEXP
Austria,AUT,2006,4.796160321,PC_GDP,Education,GGEXP
Austria,AUT,2007,4.685018348,PC_GDP,Education,GGEXP
Austria,AUT,2008,4.845641833,PC_GDP,Education,GGEXP
Austria,AUT,2009,5.106799301,PC_GDP,Education,GGEXP
Austria,AUT,2010,5.115394349,PC_GDP,Education,GGEXP
Austria,AUT,2011,4.983573592,PC_GDP,Education,GGEXP
Austria,AUT,2012,4.999205405,PC_GDP,Education,GGEXP
Austria,AUT,2013,5.022493889,PC_GDP,Education,GGEXP
Austria,AUT,2014,4.934060906,PC_GDP,Education,GGEXP
Austria,AUT,2015,4.926112624,PC_GDP,Education,GGEXP
Austria,AUT,2016,4.89619485,PC_GDP,Education,GGEXP
Austria,AUT,2017,4.837027979,PC_GDP,Education,GGEXP
Austria,AUT,2018,4.777479795,PC_GDP,Education,GGEXP
Nlstria,NLD,2001,1.436661748,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2002,1.531317783,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2003,1.588697568,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2004,1.574196181,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2005,1.53880225,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2006,1.540682855,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2007,1.524621671,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2008,1.537087568,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2009,1.698349343,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2010,1.592178815,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2011,1.553757233,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2012,1.513401923,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2013,1.504853413,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2014,1.393620823,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2015,1.357665418,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2016,1.42262793,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2017,1.391594617,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2018,1.371765505,PC_GDP,ENVPROT,GGEXP
Nlstria,NLD,2001,4.784791266,PC_GDP,Health,GGEXP
Nlstria,NLD,2002,5.166052397,PC_GDP,Health,GGEXP
Nlstria,NLD,2003,5.413700981,PC_GDP,Health,GGEXP
Nlstria,NLD,2004,5.384990345,PC_GDP,Health,GGEXP
Nlstria,NLD,2005,5.385172532,PC_GDP,Health,GGEXP
Nlstria,NLD,2006,6.667567651,PC_GDP,Health,GGEXP
Nlstria,NLD,2007,6.740152139,PC_GDP,Health,GGEXP
Nlstria,NLD,2008,6.572331806,PC_GDP,Health,GGEXP
Nlstria,NLD,2009,7.438360418,PC_GDP,Health,GGEXP
Nlstria,NLD,2010,7.774876523,PC_GDP,Health,GGEXP
Nlstria,NLD,2011,7.899944492,PC_GDP,Health,GGEXP
Nlstria,NLD,2012,8.148663177,PC_GDP,Health,GGEXP
Nlstria,NLD,2013,8.051927209,PC_GDP,Health,GGEXP
Nlstria,NLD,2014,7.980820776,PC_GDP,Health,GGEXP
Nlstria,NLD,2015,7.960197563,PC_GDP,Health,GGEXP
Nlstria,NLD,2016,7.537796275,PC_GDP,Health,GGEXP
Nlstria,NLD,2017,7.586981437,PC_GDP,Health,GGEXP
Nlstria,NLD,2018,7.556466793,PC_GDP,Health,GGEXP
Czstria,CZE,2001,1.262542786,PC_GDP,Housing,GGEXP
Czstria,CZE,2002,0.745214503,PC_GDP,Housing,GGEXP
Czstria,CZE,2003,1.181476397,PC_GDP,Housing,GGEXP
Czstria,CZE,2004,1.398294957,PC_GDP,Housing,GGEXP
Czstria,CZE,2005,1.336015983,PC_GDP,Housing,GGEXP
Czstria,CZE,2006,1.207982924,PC_GDP,Housing,GGEXP
Czstria,CZE,2007,0.971923512,PC_GDP,Housing,GGEXP
Czstria,CZE,2008,0.907205233,PC_GDP,Housing,GGEXP
Czstria,CZE,2009,1.006663683,PC_GDP,Housing,GGEXP
Czstria,CZE,2010,0.932727717,PC_GDP,Housing,GGEXP
Czstria,CZE,2011,0.880469934,PC_GDP,Housing,GGEXP
Czstria,CZE,2012,0.707773962,PC_GDP,Housing,GGEXP
Czstria,CZE,2013,0.825718474,PC_GDP,Housing,GGEXP
Czstria,CZE,2014,0.852707446,PC_GDP,Housing,GGEXP
Czstria,CZE,2015,0.667372676,PC_GDP,Housing,GGEXP
Czstria,CZE,2016,0.591255435,PC_GDP,Housing,GGEXP
Czstria,CZE,2017,0.592498871,PC_GDP,Housing,GGEXP
Czstria,CZE,2018,0.78396846,PC_GDP,Housing,GGEXP
Dnstria,DNK,2001,8.390871315,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2002,7.816795346,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2003,7.589762024,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2004,7.146609759,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2005,6.810219297,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2006,6.752760336,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2007,6.723887414,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2008,7.060678569,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2009,7.880880915,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2010,7.953004802,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2011,8.179911983,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2012,9.168326826,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2013,7.523331492,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2014,7.30696336,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2015,7.366098303,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2016,6.59305713,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2017,6.23923673,PC_GDP,Gen Pub Services,GGEXP
Dnstria,DNK,2018,6.610954294,PC_GDP,Gen Pub Services,GGEXP
Destria,DEU,2001,6.53359662,PC_GDP,Health,GGEXP
Destria,DEU,2002,6.696222226,PC_GDP,Health,GGEXP
Destria,DEU,2003,6.806250763,PC_GDP,Health,GGEXP
Destria,DEU,2004,6.436230398,PC_GDP,Health,GGEXP
Destria,DEU,2005,6.537095061,PC_GDP,Health,GGEXP
Destria,DEU,2006,6.426409177,PC_GDP,Health,GGEXP
Destria,DEU,2007,6.356544178,PC_GDP,Health,GGEXP
Destria,DEU,2008,6.478407534,PC_GDP,Health,GGEXP
Destria,DEU,2009,7.140403888,PC_GDP,Health,GGEXP
Destria,DEU,2010,7.004250507,PC_GDP,Health,GGEXP
Destria,DEU,2011,6.823126272,PC_GDP,Health,GGEXP
Destria,DEU,2012,6.854890705,PC_GDP,Health,GGEXP
Destria,DEU,2013,7.075853238,PC_GDP,Health,GGEXP
Destria,DEU,2014,7.154808142,PC_GDP,Health,GGEXP
Destria,DEU,2015,7.186302627,PC_GDP,Health,GGEXP
Destria,DEU,2016,7.203088606,PC_GDP,Health,GGEXP
Destria,DEU,2017,7.191609219,PC_GDP,Health,GGEXP
Destria,DEU,2018,7.241005032,PC_GDP,Health,GGEXP
Svstria,SVN,2001,6.841689115,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2002,5.944213772,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2003,5.74748667,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2004,5.766537932,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2005,5.841057592,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2006,5.408044369,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2007,5.465700298,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2008,5.172324098,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2009,5.659920363,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2010,5.429806726,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2011,5.73287105,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2012,5.759921471,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2013,6.259255986,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2014,7.219559224,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2015,6.640011982,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2016,6.590678321,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2017,5.832545898,PC_GDP,Gen Pub Services,GGEXP
Svstria,SVN,2018,5.348420364,PC_GDP,Gen Pub Services,GGEXP
Usstria,USA,2001,0.321537255,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2002,0.330391541,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2003,0.316489976,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2004,0.307032332,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2005,0.306031379,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2006,0.306621056,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2007,0.315095081,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2008,0.324644894,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2009,0.331288845,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2010,0.315597891,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2011,0.293846286,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2012,0.275980001,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2013,0.269577088,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2014,0.267069889,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2015,0.269321822,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2016,0.27491768,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2017,0.275232258,PC_GDP,RECULTREL,GGEXP
Usstria,USA,2018,0.27679275,PC_GDP,RECULTREL,GGEXP
Isstria,ISR,2001,7.933685188,PC_GDP,Defence,GGEXP
Isstria,ISR,2002,8.839796627,PC_GDP,Defence,GGEXP
Isstria,ISR,2003,8.311876018,PC_GDP,Defence,GGEXP
Isstria,ISR,2004,7.519039924,PC_GDP,Defence,GGEXP
Isstria,ISR,2005,7.541480665,PC_GDP,Defence,GGEXP
Isstria,ISR,2006,7.65056279,PC_GDP,Defence,GGEXP
Isstria,ISR,2007,7.036594492,PC_GDP,Defence,GGEXP
Isstria,ISR,2008,6.811802522,PC_GDP,Defence,GGEXP
Isstria,ISR,2009,6.442136394,PC_GDP,Defence,GGEXP
Isstria,ISR,2010,6.282145443,PC_GDP,Defence,GGEXP
Isstria,ISR,2011,6.129803115,PC_GDP,Defence,GGEXP
Isstria,ISR,2012,6.123177537,PC_GDP,Defence,GGEXP
Isstria,ISR,2013,5.971097172,PC_GDP,Defence,GGEXP
Isstria,ISR,2014,6.029537779,PC_GDP,Defence,GGEXP
Isstria,ISR,2015,5.839774269,PC_GDP,Defence,GGEXP
Isstria,ISR,2016,5.741648236,PC_GDP,Defence,GGEXP
Isstria,ISR,2017,5.456671201,PC_GDP,Defence,GGEXP
Isstria,ISR,2018,5.532689157,PC_GDP,Defence,GGEXP
Grstria,GRC,2001,0.452712154,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2002,0.488190548,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2003,0.441575739,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2004,0.501249708,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2005,0.590737976,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2006,0.771590884,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2007,0.793744272,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2008,0.908713772,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2009,0.878610391,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2010,0.773343719,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2011,0.844809666,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2012,1.094119897,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2013,1.692736017,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2014,1.467061261,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2015,1.465657281,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2016,1.445424488,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2017,1.334497892,PC_GDP,ENVPROT,GGEXP
Grstria,GRC,2018,1.297684581,PC_GDP,ENVPROT,GGEXP
Postria,POL,2001,3.417678025,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2002,3.439844662,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2003,3.490832575,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2004,3.517011731,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2005,4.163366022,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2006,4.712269878,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2007,4.945221409,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2008,5.560108642,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2009,5.891039287,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2010,6.364991856,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2011,6.019310401,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2012,5.239136505,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2013,4.567211561,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2014,5.277827636,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2015,4.921928873,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2016,4.361792292,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2017,4.819392857,PC_GDP,Economic Affairs,GGEXP
Postria,POL,2018,5.024027038,PC_GDP,Economic Affairs,GGEXP
Destria,DEU,2001,0.68942344,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2002,0.618756028,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2003,0.61205388,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2004,0.572547425,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2005,0.559058869,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2006,0.560987472,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2007,0.511572083,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2008,0.508621671,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2009,0.583629428,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2010,0.561027921,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2011,0.58454239,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2012,0.57337787,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2013,0.581713412,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2014,0.569475615,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2015,0.554739659,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2016,0.557831594,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2017,0.586904736,PC_GDP,ENVPROT,GGEXP
Destria,DEU,2018,0.596016589,PC_GDP,ENVPROT,GGEXP
Czstria,CZE,2001,7.069087092,PC_GDP,Health,GGEXP
Czstria,CZE,2002,7.300819945,PC_GDP,Health,GGEXP
Czstria,CZE,2003,7.406644364,PC_GDP,Health,GGEXP
Czstria,CZE,2004,7.20316845,PC_GDP,Health,GGEXP
Czstria,CZE,2005,6.919104875,PC_GDP,Health,GGEXP
Czstria,CZE,2006,6.972162931,PC_GDP,Health,GGEXP
Czstria,CZE,2007,6.765601152,PC_GDP,Health,GGEXP
Czstria,CZE,2008,6.92653817,PC_GDP,Health,GGEXP
Czstria,CZE,2009,7.796974819,PC_GDP,Health,GGEXP
Czstria,CZE,2010,7.78311172,PC_GDP,Health,GGEXP
Czstria,CZE,2011,7.682940585,PC_GDP,Health,GGEXP
Czstria,CZE,2012,7.72602953,PC_GDP,Health,GGEXP
Czstria,CZE,2013,7.646515677,PC_GDP,Health,GGEXP
Czstria,CZE,2014,7.591840955,PC_GDP,Health,GGEXP
Czstria,CZE,2015,7.566414689,PC_GDP,Health,GGEXP
Czstria,CZE,2016,7.447645654,PC_GDP,Health,GGEXP
Czstria,CZE,2017,7.479592421,PC_GDP,Health,GGEXP
Czstria,CZE,2018,7.607640457,PC_GDP,Health,GGEXP
Itstria,ITA,2001,4.407658767,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2002,4.350565658,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2003,4.19443502,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2004,4.035821331,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2005,4.127547066,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2006,5.057839095,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2007,4.026870034,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2008,3.888277666,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2009,4.41864253,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2010,3.989221236,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2011,3.923231081,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2012,3.963133266,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2013,3.967505715,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2014,4.026248896,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2015,4.276508664,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2016,3.88493412,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2017,4.081221574,PC_GDP,Economic Affairs,GGEXP
Itstria,ITA,2018,3.810033495,PC_GDP,Economic Affairs,GGEXP
Usstria,USA,2001,0.547040009,PC_GDP,Housing,GGEXP
Usstria,USA,2002,0.589051187,PC_GDP,Housing,GGEXP
Usstria,USA,2003,0.603578419,PC_GDP,Housing,GGEXP
Usstria,USA,2004,0.638528934,PC_GDP,Housing,GGEXP
Usstria,USA,2005,0.79305959,PC_GDP,Housing,GGEXP
Usstria,USA,2006,0.582703426,PC_GDP,Housing,GGEXP
Usstria,USA,2007,0.623651212,PC_GDP,Housing,GGEXP
Usstria,USA,2008,0.670709846,PC_GDP,Housing,GGEXP
Usstria,USA,2009,1.29073346,PC_GDP,Housing,GGEXP
Usstria,USA,2010,0.96346851,PC_GDP,Housing,GGEXP
Usstria,USA,2011,0.845598884,PC_GDP,Housing,GGEXP
Usstria,USA,2012,0.677827082,PC_GDP,Housing,GGEXP
